date,center_name,attendance_count
2022-08-26,Paulson Community Center,6
2022-08-26,West Penn Community Center,24
2022-08-25,Warrington Community Center,21
2022-08-25,Brookline Community Center,17
2022-08-25,Ormsby Community Center,10
2022-08-25,Magee Community Center,15
2022-08-25,Paulson Community Center,4
2022-08-25,Phillips Community Center,34
2022-08-25,West Penn Community Center,55
2022-08-24,Warrington Community Center,20
2022-08-24,Brookline Community Center,14
2022-08-24,Magee Community Center,27
2022-08-24,Ormsby Community Center,7
2022-08-24,Phillips Community Center,25
2022-08-24,Paulson Community Center,3
2022-08-24,West Penn Community Center,20
2022-08-23,Warrington Community Center,27
2022-08-23,Brookline Community Center,21
2022-08-23,Ormsby Community Center,14
2022-08-23,Magee Community Center,12
2022-08-23,Paulson Community Center,15
2022-08-23,Phillips Community Center,23
2022-08-23,West Penn Community Center,45
2022-08-22,Warrington Community Center,33
2022-08-22,Ammon Community Center,1
2022-08-22,Brookline Community Center,16
2022-08-22,Magee Community Center,7
2022-08-22,Ormsby Community Center,7
2022-08-22,Phillips Community Center,19
2022-08-22,Paulson Community Center,10
2022-08-22,West Penn Community Center,37
2022-08-20,Brookline Community Center,1
2022-08-20,Phillips Community Center,1
2022-08-20,West Penn Community Center,9
2022-08-19,Warrington Community Center,15
2022-08-19,Brookline Community Center,11
2022-08-19,Ormsby Community Center,4
2022-08-19,Magee Community Center,16
2022-08-19,Phillips Community Center,15
2022-08-19,Paulson Community Center,2
2022-08-19,West Penn Community Center,14
2022-08-18,Warrington Community Center,9
2022-08-18,Brookline Community Center,11
2022-08-18,Magee Community Center,15
2022-08-18,Ormsby Community Center,8
2022-08-18,Paulson Community Center,11
2022-08-18,Phillips Community Center,16
2022-08-18,West Penn Community Center,94
2022-08-17,Warrington Community Center,24
2022-08-17,Brookline Community Center,14
2022-08-17,Ormsby Community Center,12
2022-08-17,Magee Community Center,22
2022-08-17,Phillips Community Center,21
2022-08-17,West Penn Community Center,38
2022-08-16,Warrington Community Center,39
2022-08-16,Brookline Community Center,11
2022-08-16,Magee Community Center,8
2022-08-16,Ormsby Community Center,8
2022-08-16,Phillips Community Center,29
2022-08-16,Paulson Community Center,8
2022-08-16,West Penn Community Center,45
2022-08-15,Warrington Community Center,18
2022-08-15,Ammon Community Center,2
2022-08-15,Brookline Community Center,15
2022-08-15,Ormsby Community Center,9
2022-08-15,Magee Community Center,14
2022-08-15,Paulson Community Center,1
2022-08-15,Phillips Community Center,17
2022-08-15,West Penn Community Center,41
2022-08-14,West Penn Community Center,44
2022-08-13,Brookline Community Center,1
2022-08-13,West Penn Community Center,11
2022-08-12,Warrington Community Center,17
2022-08-12,Brookline Community Center,22
2022-08-12,Magee Community Center,9
2022-08-12,Ormsby Community Center,8
2022-08-12,Phillips Community Center,35
2022-08-12,Paulson Community Center,16
2022-08-12,West Penn Community Center,58
2022-08-11,Warrington Community Center,17
2022-08-11,Ammon Community Center,1
2022-08-11,Brookline Community Center,24
2022-08-11,Ormsby Community Center,3
2022-08-11,Magee Community Center,1
2022-08-11,Phillips Community Center,12
2022-08-11,West Penn Community Center,54
2022-08-10,Warrington Community Center,20
2022-08-10,Ammon Community Center,1
2022-08-10,Brookline Community Center,20
2022-08-10,Magee Community Center,15
2022-08-10,Ormsby Community Center,8
2022-08-10,Phillips Community Center,13
2022-08-10,Paulson Community Center,1
2022-08-10,West Penn Community Center,21
2022-08-09,Warrington Community Center,27
2022-08-09,Ammon Community Center,7
2022-08-09,Brookline Community Center,24
2022-08-09,Ormsby Community Center,15
2022-08-09,Magee Community Center,7
2022-08-09,Paulson Community Center,3
2022-08-09,Phillips Community Center,19
2022-08-09,West Penn Community Center,93
2022-08-08,Warrington Community Center,23
2022-08-08,Ammon Community Center,5
2022-08-08,Brookline Community Center,27
2022-08-08,Magee Community Center,8
2022-08-08,Phillips Community Center,31
2022-08-08,West Penn Community Center,46
2022-08-06,Brookline Community Center,3
2022-08-06,Phillips Community Center,3
2022-08-06,West Penn Community Center,9
2022-08-05,Warrington Community Center,47
2022-08-05,Brookline Community Center,26
2022-08-05,Magee Community Center,2
2022-08-05,Phillips Community Center,28
2022-08-05,West Penn Community Center,17
2022-08-04,Warrington Community Center,12
2022-08-04,Brookline Community Center,28
2022-08-04,Magee Community Center,1
2022-08-04,Ormsby Community Center,14
2022-08-04,Phillips Community Center,20
2022-08-04,West Penn Community Center,61
2022-08-03,Warrington Community Center,69
2022-08-03,Brookline Community Center,27
2022-08-03,Ormsby Community Center,9
2022-08-03,Magee Community Center,8
2022-08-03,Phillips Community Center,19
2022-08-03,Paulson Community Center,1
2022-08-03,West Penn Community Center,17
2022-08-02,Warrington Community Center,36
2022-08-02,Brookline Community Center,26
2022-08-02,Magee Community Center,8
2022-08-02,Ormsby Community Center,7
2022-08-02,Paulson Community Center,1
2022-08-02,Phillips Community Center,20
2022-08-02,West Penn Community Center,36
2022-08-01,Warrington Community Center,62
2022-08-01,Brookline Community Center,35
2022-08-01,Ormsby Community Center,5
2022-08-01,Magee Community Center,1
2022-08-01,Phillips Community Center,27
2022-08-01,West Penn Community Center,42
2022-07-30,Brookline Community Center,1
2022-07-30,Phillips Community Center,1
2022-07-30,West Penn Community Center,23
2022-07-29,Warrington Community Center,57
2022-07-29,Brookline Community Center,19
2022-07-29,Ormsby Community Center,7
2022-07-29,Phillips Community Center,28
2022-07-29,West Penn Community Center,23
2022-07-28,Warrington Community Center,57
2022-07-28,Brookline Community Center,33
2022-07-28,Jefferson Community Center,18
2022-07-28,Ormsby Community Center,7
2022-07-28,Magee Community Center,3
2022-07-28,Phillips Community Center,18
2022-07-28,West Penn Community Center,66
2022-07-27,Warrington Community Center,57
2022-07-27,Brookline Community Center,14
2022-07-27,Magee Community Center,1
2022-07-27,Ormsby Community Center,9
2022-07-27,Phillips Community Center,23
2022-07-27,West Penn Community Center,27
2022-07-26,Warrington Community Center,64
2022-07-26,Brookline Community Center,16
2022-07-26,Ormsby Community Center,11
2022-07-26,Magee Community Center,7
2022-07-26,Phillips Community Center,33
2022-07-26,West Penn Community Center,57
2022-07-25,Warrington Community Center,66
2022-07-25,Ammon Community Center,2
2022-07-25,Brookline Community Center,33
2022-07-25,Ormsby Community Center,5
2022-07-25,Phillips Community Center,30
2022-07-25,West Penn Community Center,30
2022-07-23,Brookline Community Center,2
2022-07-23,Phillips Community Center,4
2022-07-23,West Penn Community Center,10
2022-07-22,Warrington Community Center,57
2022-07-22,Ammon Community Center,64
2022-07-22,Brookline Community Center,21
2022-07-22,Jefferson Community Center,16
2022-07-22,Ormsby Community Center,16
2022-07-22,Magee Community Center,4
2022-07-22,Phillips Community Center,14
2022-07-22,West Penn Community Center,11
2022-07-21,Warrington Community Center,73
2022-07-21,Ammon Community Center,42
2022-07-21,Brookline Community Center,23
2022-07-21,Magee Community Center,4
2022-07-21,Ormsby Community Center,5
2022-07-21,Phillips Community Center,28
2022-07-21,West Penn Community Center,96
2022-07-20,Warrington Community Center,56
2022-07-20,Ammon Community Center,2
2022-07-20,Brookline Community Center,35
2022-07-20,Jefferson Community Center,21
2022-07-20,Ormsby Community Center,9
2022-07-20,Magee Community Center,4
2022-07-20,Phillips Community Center,17
2022-07-20,Paulson Community Center,1
2022-07-20,West Penn Community Center,42
2022-07-19,Warrington Community Center,18
2022-07-19,Ammon Community Center,1
2022-07-19,Brookline Community Center,29
2022-07-19,Magee Community Center,5
2022-07-19,Ormsby Community Center,11
2022-07-19,Paulson Community Center,2
2022-07-19,Phillips Community Center,35
2022-07-19,West Penn Community Center,53
2022-07-18,Warrington Community Center,70
2022-07-18,Brookline Community Center,38
2022-07-18,Jefferson Community Center,26
2022-07-18,Ormsby Community Center,9
2022-07-18,Magee Community Center,3
2022-07-18,Phillips Community Center,15
2022-07-18,West Penn Community Center,61
2022-07-16,Brookline Community Center,5
2022-07-16,West Penn Community Center,8
2022-07-15,Warrington Community Center,75
2022-07-15,Ammon Community Center,2
2022-07-15,Brookline Community Center,19
2022-07-15,Magee Community Center,2
2022-07-15,Ormsby Community Center,8
2022-07-15,Phillips Community Center,10
2022-07-15,West Penn Community Center,28
2022-07-14,Warrington Community Center,67
2022-07-14,Ammon Community Center,29
2022-07-14,Brookline Community Center,15
2022-07-14,Ormsby Community Center,8
2022-07-14,Phillips Community Center,32
2022-07-14,West Penn Community Center,86
2022-07-13,Warrington Community Center,54
2022-07-13,Ammon Community Center,31
2022-07-13,Brookline Community Center,20
2022-07-13,Ormsby Community Center,17
2022-07-13,Magee Community Center,2
2022-07-13,Phillips Community Center,12
2022-07-13,Paulson Community Center,3
2022-07-13,West Penn Community Center,52
2022-07-12,Warrington Community Center,63
2022-07-12,Ammon Community Center,53
2022-07-12,Brookline Community Center,20
2022-07-12,Magee Community Center,5
2022-07-12,Ormsby Community Center,10
2022-07-12,Paulson Community Center,3
2022-07-12,Phillips Community Center,14
2022-07-12,West Penn Community Center,84
2022-07-11,Warrington Community Center,67
2022-07-11,Ammon Community Center,1
2022-07-11,Brookline Community Center,27
2022-07-11,Jefferson Community Center,26
2022-07-11,Ormsby Community Center,6
2022-07-11,Magee Community Center,1
2022-07-11,Phillips Community Center,29
2022-07-11,West Penn Community Center,67
2022-07-09,Brookline Community Center,2
2022-07-09,Phillips Community Center,4
2022-07-09,West Penn Community Center,10
2022-07-08,Warrington Community Center,10
2022-07-08,Brookline Community Center,21
2022-07-08,Ormsby Community Center,5
2022-07-08,Phillips Community Center,30
2022-07-08,West Penn Community Center,32
2022-07-07,Warrington Community Center,5
2022-07-07,Brookline Community Center,23
2022-07-07,Ormsby Community Center,9
2022-07-07,Magee Community Center,1
2022-07-07,Phillips Community Center,40
2022-07-07,Paulson Community Center,5
2022-07-07,West Penn Community Center,23
2022-07-06,Warrington Community Center,21
2022-07-06,Brookline Community Center,20
2022-07-06,Ormsby Community Center,5
2022-07-06,Paulson Community Center,6
2022-07-06,Phillips Community Center,18
2022-07-06,West Penn Community Center,51
2022-07-05,Warrington Community Center,19
2022-07-05,Brookline Community Center,18
2022-07-05,Jefferson Community Center,21
2022-07-05,Ormsby Community Center,4
2022-07-05,Phillips Community Center,28
2022-07-05,Paulson Community Center,8
2022-07-05,West Penn Community Center,45
2022-07-03,Warrington Community Center,2
2022-07-02,Warrington Community Center,4
2022-07-01,Warrington Community Center,13
2022-07-01,Jefferson Community Center,22
2022-07-01,Brookline Community Center,16
2022-07-01,Ormsby Community Center,4
2022-07-01,Magee Community Center,9
2022-07-01,Paulson Community Center,3
2022-07-01,Phillips Community Center,13
2022-07-01,West Penn Community Center,34
2022-06-30,Warrington Community Center,20
2022-06-30,Ammon Community Center,14
2022-06-30,Brookline Community Center,15
2022-06-30,Magee Community Center,1
2022-06-30,Ormsby Community Center,7
2022-06-30,Phillips Community Center,55
2022-06-30,Paulson Community Center,16
2022-06-30,West Penn Community Center,75
2022-06-29,Warrington Community Center,10
2022-06-29,Ammon Community Center,68
2022-06-29,Brookline Community Center,24
2022-06-29,Ormsby Community Center,9
2022-06-29,Magee Community Center,7
2022-06-29,Paulson Community Center,14
2022-06-29,Phillips Community Center,54
2022-06-29,West Penn Community Center,35
2022-06-28,Warrington Community Center,14
2022-06-28,Ammon Community Center,50
2022-06-28,Arlington Community Center,1
2022-06-28,Brookline Community Center,22
2022-06-28,Magee Community Center,6
2022-06-28,Ormsby Community Center,10
2022-06-28,Phillips Community Center,70
2022-06-28,Paulson Community Center,10
2022-06-28,West Penn Community Center,27
2022-06-27,Warrington Community Center,26
2022-06-27,Arlington Community Center,2
2022-06-27,Ammon Community Center,50
2022-06-27,Brookline Community Center,18
2022-06-27,Ormsby Community Center,13
2022-06-27,Magee Community Center,5
2022-06-27,Paulson Community Center,6
2022-06-27,Phillips Community Center,41
2022-06-27,West Penn Community Center,45
2022-06-25,Brookline Community Center,1
2022-06-25,Phillips Community Center,3
2022-06-25,West Penn Community Center,14
2022-06-24,Warrington Community Center,26
2022-06-24,Ammon Community Center,23
2022-06-24,Brookline Community Center,15
2022-06-24,Jefferson Community Center,23
2022-06-24,Magee Community Center,9
2022-06-24,Ormsby Community Center,11
2022-06-24,Phillips Community Center,29
2022-06-24,Paulson Community Center,10
2022-06-24,West Penn Community Center,20
2022-06-23,Warrington Community Center,16
2022-06-23,Ammon Community Center,6
2022-06-23,Jefferson Community Center,14
2022-06-23,Brookline Community Center,21
2022-06-23,Ormsby Community Center,10
2022-06-23,Magee Community Center,7
2022-06-23,Paulson Community Center,19
2022-06-23,Phillips Community Center,17
2022-06-23,West Penn Community Center,55
2022-06-22,Warrington Community Center,16
2022-06-22,Ammon Community Center,55
2022-06-22,Brookline Community Center,22
2022-06-22,Jefferson Community Center,19
2022-06-22,Magee Community Center,7
2022-06-22,Ormsby Community Center,10
2022-06-22,Phillips Community Center,23
2022-06-22,Paulson Community Center,6
2022-06-22,West Penn Community Center,21
2022-06-21,Warrington Community Center,42
2022-06-21,Ammon Community Center,113
2022-06-21,Jefferson Community Center,18
2022-06-21,Brookline Community Center,21
2022-06-21,Ormsby Community Center,6
2022-06-21,Magee Community Center,4
2022-06-21,Paulson Community Center,29
2022-06-21,Phillips Community Center,43
2022-06-21,West Penn Community Center,16
2022-06-18,West Penn Community Center,4
2022-06-17,Warrington Community Center,33
2022-06-17,Ammon Community Center,7
2022-06-17,Arlington Community Center,24
2022-06-17,Brookline Community Center,23
2022-06-17,Jefferson Community Center,4
2022-06-17,Magee Community Center,7
2022-06-17,Ormsby Community Center,10
2022-06-17,Phillips Community Center,11
2022-06-17,Paulson Community Center,18
2022-06-17,West Penn Community Center,22
2022-06-16,Warrington Community Center,36
2022-06-16,Ammon Community Center,21
2022-06-16,Brookline Community Center,20
2022-06-16,Ormsby Community Center,5
2022-06-16,Magee Community Center,7
2022-06-16,Paulson Community Center,25
2022-06-16,Phillips Community Center,4
2022-06-16,West Penn Community Center,53
2022-06-15,Warrington Community Center,7
2022-06-15,Ammon Community Center,61
2022-06-15,Brookline Community Center,20
2022-06-15,Magee Community Center,25
2022-06-15,Ormsby Community Center,20
2022-06-15,Phillips Community Center,4
2022-06-15,Paulson Community Center,17
2022-06-15,West Penn Community Center,33
2022-06-14,Warrington Community Center,9
2022-06-14,Ammon Community Center,6
2022-06-14,Arlington Community Center,14
2022-06-14,Brookline Community Center,23
2022-06-14,Jefferson Community Center,37
2022-06-14,Ormsby Community Center,14
2022-06-14,Magee Community Center,12
2022-06-14,Paulson Community Center,8
2022-06-14,Phillips Community Center,49
2022-06-14,West Penn Community Center,48
2022-06-13,Warrington Community Center,47
2022-06-13,Arlington Community Center,24
2022-06-13,Ammon Community Center,6
2022-06-13,Jefferson Community Center,2
2022-06-13,Brookline Community Center,22
2022-06-13,Magee Community Center,29
2022-06-13,Ormsby Community Center,20
2022-06-13,Phillips Community Center,29
2022-06-13,Paulson Community Center,30
2022-06-13,West Penn Community Center,23
2022-06-11,Brookline Community Center,3
2022-06-11,West Penn Community Center,3
2022-06-10,Warrington Community Center,41
2022-06-10,Ammon Community Center,10
2022-06-10,Arlington Community Center,24
2022-06-10,Brookline Community Center,20
2022-06-10,Ormsby Community Center,12
2022-06-10,Magee Community Center,16
2022-06-10,Paulson Community Center,14
2022-06-10,Phillips Community Center,3
2022-06-10,West Penn Community Center,47
2022-06-09,Warrington Community Center,51
2022-06-09,Arlington Community Center,26
2022-06-09,Ammon Community Center,135
2022-06-09,Brookline Community Center,40
2022-06-09,Magee Community Center,30
2022-06-09,Ormsby Community Center,16
2022-06-09,Phillips Community Center,31
2022-06-09,Paulson Community Center,21
2022-06-09,West Penn Community Center,36
2022-06-08,Warrington Community Center,35
2022-06-08,Ammon Community Center,113
2022-06-08,Arlington Community Center,17
2022-06-08,Brookline Community Center,13
2022-06-08,Ormsby Community Center,12
2022-06-08,Magee Community Center,38
2022-06-08,Paulson Community Center,29
2022-06-08,Phillips Community Center,32
2022-06-08,West Penn Community Center,23
2022-06-07,Warrington Community Center,48
2022-06-07,Arlington Community Center,19
2022-06-07,Ammon Community Center,17
2022-06-07,Brookline Community Center,22
2022-06-07,Magee Community Center,40
2022-06-07,Ormsby Community Center,10
2022-06-07,Phillips Community Center,44
2022-06-07,Paulson Community Center,25
2022-06-07,West Penn Community Center,60
2022-06-06,Warrington Community Center,41
2022-06-06,Ammon Community Center,6
2022-06-06,Arlington Community Center,18
2022-06-06,Brookline Community Center,37
2022-06-06,Ormsby Community Center,8
2022-06-06,Magee Community Center,28
2022-06-06,Paulson Community Center,35
2022-06-06,Phillips Community Center,42
2022-06-06,West Penn Community Center,20
2022-06-04,Brookline Community Center,1
2022-06-04,Phillips Community Center,3
2022-06-04,West Penn Community Center,34
2022-06-03,Warrington Community Center,21
2022-06-03,Arlington Community Center,7
2022-06-03,Ammon Community Center,19
2022-06-03,Brookline Community Center,15
2022-06-03,Magee Community Center,30
2022-06-03,Ormsby Community Center,13
2022-06-03,Phillips Community Center,18
2022-06-03,Paulson Community Center,31
2022-06-03,West Penn Community Center,14
2022-06-02,Warrington Community Center,25
2022-06-02,Ammon Community Center,7
2022-06-02,Arlington Community Center,18
2022-06-02,Brookline Community Center,33
2022-06-02,Ormsby Community Center,19
2022-06-02,Magee Community Center,14
2022-06-02,Paulson Community Center,23
2022-06-02,Phillips Community Center,35
2022-06-02,West Penn Community Center,16
2022-06-01,Warrington Community Center,27
2022-06-01,Ammon Community Center,15
2022-06-01,Brookline Community Center,18
2022-06-01,Magee Community Center,24
2022-06-01,Ormsby Community Center,11
2022-06-01,Phillips Community Center,23
2022-06-01,Paulson Community Center,29
2022-06-01,West Penn Community Center,39
2022-05-31,Warrington Community Center,39
2022-05-31,Ammon Community Center,13
2022-05-31,Brookline Community Center,22
2022-05-31,Ormsby Community Center,18
2022-05-31,Magee Community Center,22
2022-05-31,Paulson Community Center,30
2022-05-31,Phillips Community Center,42
2022-05-31,West Penn Community Center,45
2022-05-29,Ammon Community Center,4
2022-05-27,Warrington Community Center,16
2022-05-27,Ammon Community Center,15
2022-05-27,Arlington Community Center,22
2022-05-27,Brookline Community Center,25
2022-05-27,Jefferson Community Center,27
2022-05-27,Magee Community Center,25
2022-05-27,Ormsby Community Center,35
2022-05-27,Phillips Community Center,31
2022-05-27,Paulson Community Center,16
2022-05-27,West Penn Community Center,67
2022-05-26,Warrington Community Center,31
2022-05-26,Arlington Community Center,23
2022-05-26,Ammon Community Center,20
2022-05-26,Brookline Community Center,38
2022-05-26,Ormsby Community Center,8
2022-05-26,Magee Community Center,36
2022-05-26,Paulson Community Center,28
2022-05-26,Phillips Community Center,20
2022-05-26,West Penn Community Center,23
2022-05-25,Warrington Community Center,31
2022-05-25,Ammon Community Center,21
2022-05-25,Arlington Community Center,6
2022-05-25,Brookline Community Center,27
2022-05-25,Magee Community Center,38
2022-05-25,Ormsby Community Center,15
2022-05-25,Phillips Community Center,55
2022-05-25,Paulson Community Center,31
2022-05-25,West Penn Community Center,27
2022-05-24,Warrington Community Center,37
2022-05-24,Arlington Community Center,4
2022-05-24,Ammon Community Center,21
2022-05-24,Brookline Community Center,31
2022-05-24,Ormsby Community Center,7
2022-05-24,Magee Community Center,28
2022-05-24,Paulson Community Center,26
2022-05-24,Phillips Community Center,46
2022-05-24,West Penn Community Center,43
2022-05-23,Warrington Community Center,27
2022-05-23,Ammon Community Center,12
2022-05-23,Arlington Community Center,2
2022-05-23,Brookline Community Center,25
2022-05-23,Magee Community Center,31
2022-05-23,Ormsby Community Center,14
2022-05-23,Phillips Community Center,58
2022-05-23,Paulson Community Center,52
2022-05-23,West Penn Community Center,34
2022-05-21,Brookline Community Center,3
2022-05-21,Phillips Community Center,2
2022-05-21,West Penn Community Center,26
2022-05-20,Warrington Community Center,25
2022-05-20,Arlington Community Center,9
2022-05-20,Ammon Community Center,5
2022-05-20,Brookline Community Center,24
2022-05-20,Jefferson Community Center,20
2022-05-20,Ormsby Community Center,26
2022-05-20,Magee Community Center,22
2022-05-20,Phillips Community Center,17
2022-05-20,Paulson Community Center,17
2022-05-20,West Penn Community Center,23
2022-05-19,Warrington Community Center,6
2022-05-19,Ammon Community Center,4
2022-05-19,Arlington Community Center,3
2022-05-19,Brookline Community Center,42
2022-05-19,Magee Community Center,31
2022-05-19,Ormsby Community Center,12
2022-05-19,Paulson Community Center,23
2022-05-19,Phillips Community Center,71
2022-05-19,West Penn Community Center,29
2022-05-18,Warrington Community Center,19
2022-05-18,Arlington Community Center,7
2022-05-18,Brookline Community Center,18
2022-05-18,Jefferson Community Center,2
2022-05-18,Ormsby Community Center,14
2022-05-18,Magee Community Center,27
2022-05-18,Phillips Community Center,44
2022-05-18,Paulson Community Center,27
2022-05-18,West Penn Community Center,27
2022-05-17,Ammon Community Center,35
2022-05-17,Jefferson Community Center,38
2022-05-17,Magee Community Center,24
2022-05-17,Ormsby Community Center,77
2022-05-16,Warrington Community Center,47
2022-05-16,Ammon Community Center,7
2022-05-16,Arlington Community Center,11
2022-05-16,Brookline Community Center,38
2022-05-16,Ormsby Community Center,10
2022-05-16,Magee Community Center,27
2022-05-16,Paulson Community Center,24
2022-05-16,Phillips Community Center,47
2022-05-16,West Penn Community Center,48
2022-05-14,Phillips Community Center,2
2022-05-14,West Penn Community Center,19
2022-05-13,Warrington Community Center,37
2022-05-13,Arlington Community Center,2
2022-05-13,Ammon Community Center,6
2022-05-13,Brookline Community Center,24
2022-05-13,Jefferson Community Center,22
2022-05-13,Magee Community Center,23
2022-05-13,Ormsby Community Center,6
2022-05-13,Phillips Community Center,51
2022-05-13,Paulson Community Center,19
2022-05-13,West Penn Community Center,19
2022-05-12,Warrington Community Center,28
2022-05-12,Ammon Community Center,5
2022-05-12,Brookline Community Center,45
2022-05-12,Ormsby Community Center,5
2022-05-12,Magee Community Center,29
2022-05-12,Paulson Community Center,15
2022-05-12,Phillips Community Center,33
2022-05-12,West Penn Community Center,51
2022-05-11,Warrington Community Center,32
2022-05-11,Ammon Community Center,8
2022-05-11,Arlington Community Center,1
2022-05-11,Brookline Community Center,33
2022-05-11,Jefferson Community Center,30
2022-05-11,Magee Community Center,21
2022-05-11,Ormsby Community Center,9
2022-05-11,Phillips Community Center,44
2022-05-11,Paulson Community Center,21
2022-05-11,West Penn Community Center,29
2022-05-10,Warrington Community Center,40
2022-05-10,Ammon Community Center,10
2022-05-10,Brookline Community Center,37
2022-05-10,Ormsby Community Center,8
2022-05-10,Magee Community Center,43
2022-05-10,Paulson Community Center,17
2022-05-10,Phillips Community Center,52
2022-05-10,West Penn Community Center,27
2022-05-09,Warrington Community Center,34
2022-05-09,Ammon Community Center,9
2022-05-09,Arlington Community Center,6
2022-05-09,Brookline Community Center,31
2022-05-09,Magee Community Center,41
2022-05-09,Ormsby Community Center,15
2022-05-09,Phillips Community Center,34
2022-05-09,Paulson Community Center,20
2022-05-09,West Penn Community Center,43
2022-05-07,Brookline Community Center,1
2022-05-07,Phillips Community Center,3
2022-05-07,West Penn Community Center,35
2022-05-06,Warrington Community Center,21
2022-05-06,Arlington Community Center,16
2022-05-06,Brookline Community Center,23
2022-05-06,Ormsby Community Center,20
2022-05-06,Magee Community Center,29
2022-05-06,Phillips Community Center,36
2022-05-06,Paulson Community Center,16
2022-05-06,West Penn Community Center,32
2022-05-05,Warrington Community Center,52
2022-05-05,Arlington Community Center,5
2022-05-05,Ammon Community Center,1
2022-05-05,Brookline Community Center,46
2022-05-05,Magee Community Center,21
2022-05-05,Ormsby Community Center,11
2022-05-05,Paulson Community Center,25
2022-05-05,Phillips Community Center,37
2022-05-05,West Penn Community Center,42
2022-05-04,Warrington Community Center,63
2022-05-04,West Penn Community Center,38
2022-05-04,Ammon Community Center,15
2022-05-04,Arlington Community Center,26
2022-05-04,Brookline Community Center,23
2022-05-04,Jefferson Community Center,25
2022-05-04,Ormsby Community Center,16
2022-05-04,Magee Community Center,32
2022-05-04,Phillips Community Center,25
2022-05-04,Paulson Community Center,17
2022-05-03,West Penn Community Center,54
2022-05-03,Warrington Community Center,53
2022-05-03,Arlington Community Center,12
2022-05-03,Ammon Community Center,10
2022-05-03,Jefferson Community Center,13
2022-05-03,Brookline Community Center,30
2022-05-03,Magee Community Center,49
2022-05-03,Ormsby Community Center,8
2022-05-03,Paulson Community Center,11
2022-05-03,Phillips Community Center,64
2022-05-02,Warrington Community Center,42
2022-05-02,West Penn Community Center,23
2022-05-02,Ammon Community Center,5
2022-05-02,Arlington Community Center,31
2022-05-02,Brookline Community Center,24
2022-05-02,Jefferson Community Center,22
2022-05-02,Ormsby Community Center,10
2022-05-02,Magee Community Center,40
2022-05-02,Phillips Community Center,84
2022-05-02,Paulson Community Center,21
2022-05-01,Phillips Community Center,16
2022-04-30,West Penn Community Center,33
2022-04-30,Brookline Community Center,4
2022-04-30,Phillips Community Center,5
2022-04-29,West Penn Community Center,19
2022-04-29,Warrington Community Center,34
2022-04-29,Arlington Community Center,16
2022-04-29,Ammon Community Center,4
2022-04-29,Brookline Community Center,19
2022-04-29,Jefferson Community Center,29
2022-04-29,Magee Community Center,38
2022-04-29,Ormsby Community Center,14
2022-04-29,Phillips Community Center,30
2022-04-29,Paulson Community Center,27
2022-04-28,Warrington Community Center,23
2022-04-28,West Penn Community Center,26
2022-04-28,Ammon Community Center,13
2022-04-28,Arlington Community Center,14
2022-04-28,Jefferson Community Center,30
2022-04-28,Brookline Community Center,55
2022-04-28,Ormsby Community Center,16
2022-04-28,Magee Community Center,31
2022-04-28,Paulson Community Center,21
2022-04-28,Phillips Community Center,42
2022-04-27,West Penn Community Center,37
2022-04-27,Warrington Community Center,32
2022-04-27,Arlington Community Center,22
2022-04-27,Ammon Community Center,10
2022-04-27,Brookline Community Center,22
2022-04-27,Magee Community Center,22
2022-04-27,Ormsby Community Center,16
2022-04-27,Phillips Community Center,52
2022-04-27,Paulson Community Center,16
2022-04-26,Warrington Community Center,33
2022-04-26,West Penn Community Center,42
2022-04-26,Ammon Community Center,7
2022-04-26,Arlington Community Center,8
2022-04-26,Brookline Community Center,39
2022-04-26,Ormsby Community Center,12
2022-04-26,Magee Community Center,59
2022-04-26,Paulson Community Center,23
2022-04-26,Phillips Community Center,44
2022-04-25,West Penn Community Center,37
2022-04-25,Warrington Community Center,54
2022-04-25,Arlington Community Center,10
2022-04-25,Ammon Community Center,9
2022-04-25,Brookline Community Center,30
2022-04-25,Magee Community Center,15
2022-04-25,Ormsby Community Center,12
2022-04-25,Phillips Community Center,50
2022-04-25,Paulson Community Center,26
2022-04-23,West Penn Community Center,44
2022-04-23,Phillips Community Center,2
2022-04-22,West Penn Community Center,35
2022-04-22,Warrington Community Center,32
2022-04-22,Arlington Community Center,1
2022-04-22,Brookline Community Center,17
2022-04-22,Ormsby Community Center,14
2022-04-22,Magee Community Center,48
2022-04-22,Phillips Community Center,75
2022-04-22,Paulson Community Center,29
2022-04-21,Warrington Community Center,22
2022-04-21,West Penn Community Center,57
2022-04-21,Arlington Community Center,21
2022-04-21,Ammon Community Center,4
2022-04-21,Brookline Community Center,40
2022-04-21,Magee Community Center,38
2022-04-21,Ormsby Community Center,12
2022-04-21,Paulson Community Center,22
2022-04-21,Phillips Community Center,25
2022-04-20,West Penn Community Center,10
2022-04-20,Warrington Community Center,43
2022-04-20,Ammon Community Center,4
2022-04-20,Brookline Community Center,3
2022-04-20,Ormsby Community Center,4
2022-04-20,Phillips Community Center,40
2022-04-20,Paulson Community Center,17
2022-04-19,Warrington Community Center,14
2022-04-19,West Penn Community Center,65
2022-04-19,Ammon Community Center,5
2022-04-19,Arlington Community Center,10
2022-04-19,Brookline Community Center,43
2022-04-19,Ormsby Community Center,3
2022-04-19,Magee Community Center,44
2022-04-19,Paulson Community Center,35
2022-04-19,Phillips Community Center,54
2022-04-18,West Penn Community Center,51
2022-04-18,Warrington Community Center,23
2022-04-18,Arlington Community Center,16
